City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,keflavik,64.0049,-22.5624,3.95,93,100,11.32,IS,1697094686
293,ghazni,33.5536,68.4269,22.93,12,0,1.38,AF,1697094687
294,atafu village,-8.5421,-172.5159,28.34,76,100,5.97,TK,1697094688
295,muborak,39.2553,65.1528,25.3,20,19,4.99,UZ,1697094688
296,al ghayzah,16.2079,52.176,29.24,56,0,3.95,YE,1697094689
297,lebu,-37.6167,-73.65,8.3,81,8,8.69,CL,1697094689
298,berdigestyakh,62.0989,126.6992,5.72,63,100,4.92,RU,1697094689
299,olean,42.0776,-78.4297,6.32,100,100,0.0,US,1697094689
300,duyun,26.2667,107.5167,18.8,80,100,1.6,CN,1697094655
301,sydney,-33.8679,151.2073,32.75,18,8,1.79,AU,1697094251
302,diamantino,-14.4086,-56.4461,25.79,59,100,1.15,BR,1697094693
303,ulladulla,-35.35,150.4667,22.65,53,62,10.43,AU,1697094693
304,afyonkarahisar,38.75,30.6667,13.35,55,0,3.58,TR,1697094693
305,zyryanskoye,56.8306,86.6258,9.83,46,100,5.32,RU,1697094694
306,saint-philippe,-21.3585,55.7679,26.77,65,100,1.26,RE,1697094694
307,kuala lipis,4.1842,102.0468,33.34,52,39,1.46,MY,1697094694
308,udachny,66.4167,112.4,1.36,74,100,5.4,RU,1697094694
309,baissa,7.2333,10.6333,24.48,92,41,0.66,NG,1697094695
310,eraan,9.0629,117.7016,28.96,75,92,1.88,PH,1697094695
311,goderich,43.7501,-81.7165,7.73,93,9,2.57,CA,1697094695
312,punta cardon,11.6581,-70.215,28.29,80,38,9.42,VE,1697094695
313,sendafa,9.15,39.0333,19.64,56,37,4.0,ET,1697094695
314,tarfaya,27.9358,-12.9218,21.13,86,91,5.2,MA,1697094460
315,dunaujvaros,46.9833,18.9333,17.25,52,6,3.78,HU,1697094696
316,tovarkovo,54.6762,35.9386,9.24,62,100,8.96,RU,1697094696
317,tshikapa,-6.4167,20.8,28.58,60,83,1.15,CD,1697094697
318,hillview,38.0698,-85.6855,14.28,79,20,2.06,US,1697094697
319,kuqa,41.7278,82.9364,22.4,26,0,1.8,CN,1697094697
320,fyodorovka,53.6314,62.7078,6.07,59,9,4.96,KZ,1697094697
321,nishinoomote,30.7333,131.0,22.84,65,0,9.21,JP,1697094698
322,juneau,58.3019,-134.4197,7.34,100,40,0.0,US,1697094698
323,coxim,-18.5067,-54.76,28.12,59,100,0.21,BR,1697094523
324,holualoa,19.6228,-155.9522,24.91,83,75,2.57,US,1697094595
325,uturoa,-16.7333,-151.4333,26.34,78,18,8.77,PF,1697094698
326,savalou,7.9281,1.9756,24.42,92,95,1.21,BJ,1697094699
327,vadso,70.0744,29.7487,4.09,70,75,11.83,NO,1697094699
328,kolyshley,52.7005,44.5367,5.74,43,100,9.8,RU,1697094699
329,chonchi,-42.6128,-73.8092,6.18,76,96,2.85,CL,1697094699
330,vorgashor,67.5833,63.95,0.62,78,83,2.49,RU,1697094699
331,fort st. john,56.2499,-120.8529,7.27,85,100,0.45,CA,1697094658
332,ceeldheer,3.8488,47.1806,29.61,63,14,3.81,SO,1697094700
333,hassi messaoud,31.6804,6.0729,21.3,45,0,4.33,DZ,1697094700
334,berezovo,63.9381,65.0419,-0.02,84,100,0.89,RU,1697094700
335,severo-yeniseyskiy,60.3725,93.0408,3.65,91,100,6.26,RU,1697094700
336,idabel,33.8957,-94.8263,14.97,100,75,2.57,US,1697094546
337,cururupu,-1.8283,-44.8683,24.29,86,33,1.91,BR,1697094667
338,saudarkrokur,65.7461,-19.6394,1.69,70,100,4.62,IS,1697094701
339,khandyga,62.6667,135.6,0.13,98,100,1.13,RU,1697094701
340,asau,46.4333,26.4,10.71,59,7,2.49,RO,1697094702
341,richards bay,-28.783,32.0377,24.06,73,100,2.45,ZA,1697094562
342,tsiombe,-25.3,45.4833,26.92,52,12,6.34,MG,1697094440
343,kalispell,48.1958,-114.3129,7.31,97,100,0.0,US,1697094702
344,arteche,12.2645,125.4048,29.91,67,100,3.02,PH,1697094702
345,bratsk,56.1325,101.6142,20.46,39,49,5.13,RU,1697094703
346,rozhyshche,50.9154,25.2691,17.42,77,100,8.43,UA,1697094703
347,contai,21.7786,87.7536,31.93,60,0,1.81,IN,1697094703
348,bonthe,7.5264,-12.505,24.56,90,100,1.48,SL,1697094703
349,lycksele,64.5954,18.6735,-0.07,100,75,2.06,SE,1697094703
350,sur,22.5667,59.5289,34.58,37,1,1.34,OM,1697094704
351,zyrya,40.3661,50.2917,13.05,51,16,13.55,AZ,1697094704
352,colonia,50.9333,6.95,16.65,84,40,3.6,DE,1697094704
353,zaozersk,69.4005,32.4476,1.9,98,100,14.02,RU,1697094704
354,gaiman,-43.2897,-65.4929,9.67,35,1,4.31,AR,1697094704
355,nova vicosa,-17.8919,-39.3719,21.69,85,14,3.05,BR,1697094705
356,bodo,67.28,14.405,5.02,88,75,3.09,NO,1697094705
357,verkhnevilyuysk,63.4453,120.3167,6.08,54,100,5.81,RU,1697094705
358,guerrero negro,27.9769,-114.0611,18.7,76,0,6.51,MX,1697094705
359,bandrele,-12.9067,45.1914,30.86,62,0,2.06,YT,1697094706
360,san luis de la loma,17.2706,-100.8939,24.15,84,86,2.13,MX,1697094706
361,marquette,46.5333,-87.6335,5.2,93,10,0.45,US,1697094706
362,leava,-14.3,-178.1667,27.02,84,39,7.53,WF,1697094706
363,olavarria,-36.8927,-60.3225,0.87,70,0,1.16,AR,1697094707
364,coquimbo,-29.9533,-71.3436,10.85,93,0,1.03,CL,1697094013
365,port saint john's,-31.6229,29.5448,21.56,82,100,2.42,ZA,1697094707
366,banff,51.1762,-115.5698,5.57,87,100,0.51,CA,1697094707
367,sandnessjoen,66.0217,12.6316,4.06,100,75,2.06,NO,1697094707
368,chubbuck,42.9208,-112.4661,5.94,86,100,7.15,US,1697094708
369,novi sad,45.2517,19.8369,15.52,47,6,2.86,RS,1697094532
370,vilyuchinsk,52.9306,158.4028,3.85,89,85,6.94,RU,1697094708
371,san andres,12.5847,-81.7006,28.87,81,82,5.0,CO,1697094708
372,copala,16.65,-98.9833,24.1,86,97,1.66,MX,1697094709
373,kailua-kona,19.6406,-155.9956,26.98,82,75,2.57,US,1697094709
374,taulaga,-11.0553,-171.0883,28.33,81,6,6.57,AS,1697094709
375,salinas,36.6777,-121.6555,13.61,82,0,3.09,US,1697094710
376,robit,12.0167,39.6333,24.12,54,63,2.79,ET,1697094711
377,iskateley,67.6803,53.1512,1.12,76,16,4.02,RU,1697094711
378,westport,41.1415,-73.3579,13.27,82,0,2.57,US,1697094638
379,moyynkum,44.2914,72.9469,23.56,25,100,6.04,KZ,1697094712
380,arar,30.9753,41.0381,28.01,30,20,4.12,SA,1697094712
381,tekkali,18.6167,84.2333,31.94,58,58,1.6,IN,1697094623
382,swakopmund,-22.6833,14.5333,13.88,91,0,1.34,NA,1697094713
383,angul,20.85,85.1,32.77,52,1,2.1,IN,1697094713
384,divnoye,45.9089,43.3547,7.51,39,3,5.0,RU,1697094713
385,labytnangi,66.6572,66.4183,2.0,79,68,1.83,RU,1697094607
386,glen innes,-29.7333,151.7333,21.68,33,3,4.84,AU,1697094714
387,trashigang,27.3331,91.5542,27.26,49,2,2.98,BT,1697094679
388,xiongzhou,25.1167,114.3,25.53,62,63,2.49,CN,1697094576
389,goure,13.9835,10.2704,30.39,21,49,7.54,NE,1697094715
390,barcelos,41.5388,-8.6151,18.8,50,85,1.5,PT,1697094715
391,al mijlad,11.0333,27.7333,28.7,59,100,3.5,SD,1697094715
392,santiago de cao,-7.9589,-79.2392,17.07,94,75,3.6,PE,1697094715
393,concepcion del oro,24.6333,-101.4167,13.48,66,0,1.27,MX,1697094716
394,whakatane,-37.9585,176.9854,15.28,78,3,0.89,NZ,1697094658
395,tongchuanshi,35.0806,109.0897,17.09,60,100,1.99,CN,1697094716
396,nueva concepcion,14.2,-91.3,24.2,92,100,1.57,GT,1697094716
397,vorkuta,67.5,64.0,0.76,78,86,2.39,RU,1697094646
398,thurso,58.5927,-3.5259,8.81,78,92,3.53,GB,1697094717
399,bubaque,11.2833,-15.8333,27.5,81,99,3.75,GW,1697094717
400,kuusamo,65.9667,29.1833,0.02,100,100,2.06,FI,1697094717
401,seven pagodas,12.6264,80.1722,33.03,63,31,4.04,IN,1697094718
402,dunedin,-45.8742,170.5036,11.0,79,100,2.68,NZ,1697094596
403,kegen,43.0197,79.2203,20.22,17,0,3.05,KZ,1697094718
404,banfora,10.6333,-4.7667,24.45,90,53,1.42,BF,1697094718
405,gamba,-2.65,10.0,25.41,86,99,1.72,GA,1697094718
406,alice springs,-23.7,133.8833,32.75,12,4,4.63,AU,1697094719
407,port said,31.2565,32.2841,23.68,68,0,2.98,EG,1697094719
408,etawa,24.1855,78.2031,33.63,25,4,2.74,IN,1697094719
409,bhadra,29.1167,75.1667,35.16,14,0,2.54,IN,1697094719
410,alva,56.1528,-3.8051,6.3,96,100,0.45,GB,1697094719
411,hasaki,35.7333,140.8333,22.94,56,7,4.56,JP,1697094436
412,navirai,-23.065,-54.1906,24.76,68,6,3.26,BR,1697094453
413,la'ie,21.6477,-157.9253,25.98,74,95,3.13,US,1697094720
414,schramberg,48.224,8.3858,19.38,57,100,2.15,DE,1697094720
415,mawu,29.5923,107.3139,14.6,94,100,0.97,CN,1697094720
416,den burg,53.0542,4.7972,13.33,79,100,1.03,NL,1697094721
417,korla,41.7597,86.1469,23.12,21,0,4.43,CN,1697094721
418,laojunmiao,39.8333,97.7333,13.59,23,100,2.85,CN,1697094721
419,yermakovskoye,53.2831,92.4003,19.41,37,26,2.24,RU,1697094721
420,haag in oberbayern,48.1667,12.1833,16.11,64,99,2.42,DE,1697094722
421,rio negrinho,-26.2544,-49.5183,17.19,100,100,0.63,BR,1697094722
422,porto torres,40.835,8.3972,14.1,49,0,1.71,IT,1697094586
423,kendari,-3.945,122.4989,30.36,53,100,4.2,ID,1697094562
424,sinabang,2.4803,96.3801,27.17,81,100,2.31,ID,1697094723
425,kokopo,-4.352,152.2633,28.33,75,7,2.2,PG,1697094723
426,chimoio,-19.1164,33.4833,29.35,32,0,3.18,MZ,1697094636
427,kone,-21.0595,164.8658,20.29,86,100,2.65,NC,1697094724
428,baise city,23.8997,106.6133,27.97,99,85,2.05,CN,1697094724
429,sortavala,61.7053,30.6918,10.01,95,100,8.05,RU,1697094724
430,lagunas,-5.2269,-75.6753,24.09,73,72,0.69,PE,1697094724
431,likiep,9.8251,169.3107,28.23,76,86,5.39,MH,1697094724
432,marsa alam,25.0757,34.8918,28.96,51,0,7.85,EG,1697094725
433,essaouira,31.5125,-9.77,16.72,59,19,1.03,MA,1697094725
434,khash,28.2211,61.2158,30.66,11,0,0.46,IR,1697094725
435,xinyang,32.1228,114.0656,18.03,77,100,1.49,CN,1697094602
436,city of balikpapan,-1.242,116.8942,30.97,74,40,2.06,ID,1697094725
437,rio gallegos,-51.6226,-69.2181,5.03,75,0,11.32,AR,1697094726
438,sisimiut,66.9395,-53.6735,-2.3,73,95,4.39,GL,1697094726
439,hinton,53.4001,-117.5857,7.11,95,100,1.59,CA,1697094726
440,dhidhdhoo,6.8833,73.1,26.53,80,100,3.67,MV,1697094727
441,alesund,62.4723,6.1549,9.63,83,75,8.75,NO,1697094727
442,livada,47.8667,23.1333,16.05,60,8,2.53,RO,1697094727
443,pingnan,23.5543,110.3976,26.72,64,34,1.72,CN,1697094727
444,baranivka,50.2969,27.6622,15.11,59,100,6.76,UA,1697094629
445,muang phonsavan,19.45,103.2167,23.43,82,86,1.78,LA,1697094728
446,road town,18.4167,-64.6167,28.05,79,27,6.17,VG,1697094728
447,gamay,12.3854,125.2979,30.05,67,100,2.6,PH,1697094728
448,mantua,45.1667,10.7833,19.58,90,7,0.83,IT,1697094728
449,yelizovo,53.1873,158.3805,3.78,93,75,8.05,RU,1697094729
450,gunnedah,-30.9833,150.25,30.62,17,5,7.5,AU,1697094729
451,nuevo progreso,23.1667,-97.95,21.93,87,45,1.24,MX,1697094729
452,palmer,42.1584,-72.3287,12.23,79,100,0.0,US,1697094522
453,yaren,-0.5472,166.916,29.21,72,100,2.59,NR,1697094729
454,kyshtovka,56.555,76.6271,6.3,70,100,4.92,RU,1697094730
455,dezhou,37.4486,116.2925,23.86,31,100,2.53,CN,1697094730
456,mabaruma,8.2,-59.7833,24.3,91,12,0.97,GY,1697094730
457,ingeniero luis a. huergo,-39.0833,-67.2333,8.83,22,0,5.56,AR,1697094731
458,malvan,16.0667,73.4667,30.87,65,100,2.43,IN,1697094731
459,askoy,60.4092,5.226,8.75,71,75,7.72,NO,1697094731
460,anton lizardo,19.05,-95.9833,27.9,87,91,1.68,MX,1697094731
461,george town,5.4112,100.3354,30.96,70,20,4.12,MY,1697094732
462,santa isabel,-23.3156,-46.2214,21.61,81,100,0.63,BR,1697094485
463,urangan,-25.3,152.9,22.03,65,0,5.45,AU,1697094732
464,rocky mountain house,52.3668,-114.9188,6.06,100,100,2.06,CA,1697094732
465,levuka,50.1834,-105.4011,6.84,78,62,5.1,CA,1697094733
466,cooma,-36.2333,149.1333,10.23,85,100,7.74,AU,1697094733
467,mossel bay,-34.1831,22.146,18.96,77,62,5.33,ZA,1697094733
468,soio,-6.1349,12.3689,25.42,83,100,3.59,AO,1697094733
469,urengoy,65.9667,78.3667,3.95,92,100,9.39,RU,1697094734
470,san felipe,10.3399,-68.7425,22.1,96,77,1.37,VE,1697094734
471,tual,-5.6667,132.75,26.85,82,26,6.19,ID,1697094734
472,al hawatah,13.4167,34.6333,30.27,52,100,4.94,SD,1697094735
473,luena,-11.7833,19.9167,27.53,40,13,1.92,AO,1697094735
474,beyneu,45.3167,55.2,9.68,58,100,2.89,KZ,1697094735
475,the pas,53.8251,-101.2541,8.01,87,100,2.57,CA,1697094736
476,lata,40.1629,-8.3327,16.07,46,27,1.4,PT,1697094736
477,nouadhibou,20.931,-17.0347,23.99,43,98,5.14,MR,1697094736
478,lerwick,60.1545,-1.1494,9.0,65,39,6.48,GB,1697094736
479,cuatro cienegas de carranza,26.9833,-102.0833,22.52,64,0,0.75,MX,1697094736
480,inhambane,-23.865,35.3833,27.11,66,74,5.09,MZ,1697094636
481,kolwezi,-10.7148,25.4667,25.4,51,82,3.23,CD,1697094737
482,balkh,36.75,67.0,30.18,13,86,6.82,AF,1697094737
483,zdvinsk,54.7021,78.661,10.32,44,100,4.25,RU,1697094737
484,roxboro,36.3937,-78.9828,14.36,91,100,1.88,US,1697094738
485,mubende,0.5606,31.39,18.44,84,100,0.49,UG,1697094557
486,quellon,-43.1167,-73.6167,6.5,82,56,4.64,CL,1697094738
487,behompy,-23.2496,43.8557,34.71,26,100,2.9,MG,1697094738
488,queenstown,-31.8976,26.8753,16.68,65,100,4.9,ZA,1697094739
489,barakani,-12.1356,44.4317,26.52,72,95,2.06,KM,1697094739
490,aliaga,15.5167,120.8667,31.71,65,100,1.89,PH,1697094739
491,awjilah,29.1081,21.2869,23.34,53,0,2.13,LY,1697094739
492,kourou,5.1552,-52.6478,24.03,81,1,3.19,GF,1697094739
493,antalaha,-14.9003,50.2788,27.02,59,11,3.8,MG,1697094740
494,upper grand lagoon,30.1633,-85.7408,19.01,96,100,6.69,US,1697094740
495,tanout,14.9709,8.8879,28.84,17,21,7.41,NE,1697094497
496,laguna de perlas,12.3429,-83.6712,26.4,88,49,1.26,NI,1697094740
497,williston,48.147,-103.618,7.8,88,100,0.45,US,1697094519
498,kolonia,50.9333,6.95,16.65,84,40,3.6,DE,1697094741
499,novi pazar,43.1367,20.5122,16.66,58,0,1.12,RS,1697094741
500,altai,46.3722,96.2583,10.15,29,0,3.66,MN,1697094741
501,katsuren-haebaru,26.3369,127.8719,28.21,56,75,7.72,JP,1697094741
502,kirakira,-10.4544,161.9205,26.74,88,52,4.49,SB,1697094742
503,marka,1.7159,44.7717,26.73,81,99,4.96,SO,1697094742
504,mahenge,-8.6833,36.7167,25.57,44,79,1.89,TZ,1697094742
505,grand falls-windsor,48.9332,-55.6649,7.71,84,0,1.13,CA,1697094742
506,imeni morozova,59.9757,31.0376,10.03,30,100,7.56,RU,1697094743
507,pitimbu,-7.4706,-34.8086,23.33,85,28,3.69,BR,1697094743
508,annau,37.8876,58.516,11.72,94,100,5.14,TM,1697094743
509,sokoni,-6.4333,39.55,26.17,74,100,2.52,TZ,1697094627
510,zaragoza,41.6561,-0.8773,16.68,51,75,0.0,ES,1697094743
511,abepura,-2.6333,140.5833,32.45,52,20,2.57,ID,1697094744
512,midvagur,62.0511,-7.1939,6.46,70,100,4.12,FO,1697094744
513,arkhangel'sk,64.5401,40.5433,7.85,92,100,5.29,RU,1697094578
514,kalemie,-5.9475,29.1947,27.76,55,84,2.08,CD,1697094744
515,oodweyne,9.4092,45.064,27.56,45,10,2.35,SO,1697094744
516,rawa mazowiecka,51.7644,20.2549,17.17,59,100,7.81,PL,1697094745
517,saint-marc,19.1082,-72.6938,27.21,78,87,2.52,HT,1697094745
518,jayapura,-2.5333,140.7,32.66,77,60,3.47,ID,1697094745
519,katabu,-4.9333,122.5167,33.02,42,40,0.75,ID,1697094745
520,canutama,-6.5339,-64.3831,25.66,66,77,0.5,BR,1697094746
521,arno,60.1167,18.6333,8.77,60,0,8.03,SE,1697094746
522,sao felix do xingu,-6.6447,-51.995,23.18,81,0,0.48,BR,1697094672
523,puerto baquerizo moreno,-0.9,-89.6,23.78,81,100,5.6,EC,1697094744
524,kahna nau,31.3692,74.3653,29.02,45,0,0.0,PK,1697094746
525,pathein,16.7833,94.7333,30.86,65,94,2.22,MM,1697094747
526,sabang,5.8933,95.3214,27.83,75,99,5.37,ID,1697094747
527,fereydunshahr,32.941,50.121,18.08,29,89,4.99,IR,1697094640
528,bel ombre,-4.6167,55.4167,29.91,70,40,4.63,SC,1697094747
529,kogalym,62.2654,74.4791,2.03,98,100,7.41,RU,1697094747
530,sao jose dos campos,-23.1794,-45.8869,19.3,79,100,0.93,BR,1697094748
531,rovaniemi,66.5,25.7167,0.67,93,75,7.2,FI,1697094649
532,itoman,26.1247,127.6694,28.21,61,75,6.69,JP,1697094748
533,nemuro,43.3236,145.575,14.31,68,1,5.25,JP,1697094748
534,pingyi,35.5006,117.6308,21.15,46,100,1.43,CN,1697094749
535,oamaru,-45.0784,170.9801,10.77,77,93,5.08,NZ,1697094749
536,shimoda,34.6667,138.95,18.39,67,13,4.24,JP,1697094639
537,brisas barra de suchiate,14.55,-92.2167,26.71,81,100,1.65,MX,1697094749
538,pacific grove,36.6177,-121.9166,13.38,84,0,2.57,US,1697094750
539,puerto armuelles,8.2833,-82.8667,27.27,74,99,2.24,PA,1697094750
540,nizhniy odes,63.6445,54.856,0.47,94,100,6.05,RU,1697094750
541,bathsheba,13.2167,-59.5167,27.34,83,20,4.63,BB,1697094750
542,tazacorte,28.629,-17.9293,27.86,27,0,4.02,ES,1697094751
543,fort bragg,35.139,-79.006,17.17,90,75,0.45,US,1697094751
544,papao,-17.75,-149.55,25.82,82,9,8.27,PF,1697094751
545,kruisfontein,-34.0033,24.7314,20.8,65,100,3.5,ZA,1697094751
546,lompoc,34.6391,-120.4579,18.34,79,0,12.07,US,1697094751
547,jilib,0.4883,42.7854,33.34,44,97,2.92,SO,1697094752
548,nadym,65.5333,72.5167,2.99,68,96,1.92,RU,1697094614
549,seferihisar,38.1969,26.839,21.59,56,0,3.54,TR,1697094752
550,yurga,55.7231,84.8861,10.05,45,100,4.69,RU,1697094649
551,xuddur,4.1213,43.8894,29.14,53,63,1.9,SO,1697094753
552,hotan,37.0997,79.9269,23.05,16,0,2.12,CN,1697094753
553,odienne,9.51,-7.5692,21.62,94,18,1.36,CI,1697094753
554,binzhou,37.3667,118.0167,22.86,27,100,1.11,CN,1697094753
555,tanjungtiram,4.0613,98.3699,30.56,64,63,2.69,ID,1697094753
556,nadi,-17.8,177.4167,26.0,69,40,3.09,FJ,1697094754
557,lamar,33.6668,-95.5836,17.77,82,100,3.09,US,1697094754
558,yuzhno-kurilsk,44.0306,145.8556,12.99,70,5,2.47,RU,1697094754
559,kill devil hills,36.0307,-75.676,18.32,89,0,0.0,US,1697094725
560,tanjung pandan,-2.75,107.65,32.95,47,100,2.52,ID,1697094754
561,bani walid,31.7566,13.9942,20.09,75,0,1.05,LY,1697094755
562,aswan,24.0934,32.907,29.91,26,0,7.25,EG,1697094755
563,fisterra,42.9049,-9.2629,19.26,68,33,6.43,ES,1697094755
564,sola,-13.8833,167.55,25.6,81,100,10.39,VU,1697094755
565,pemba,-12.974,40.5178,29.39,70,20,1.03,MZ,1697094756
566,harper,4.375,-7.7169,25.08,89,100,1.96,LR,1697094756
567,zhigalovo,54.8097,105.1578,17.82,41,100,2.68,RU,1697094756
568,coyutla,20.25,-97.65,24.27,97,98,0.72,MX,1697094756
569,medina,24.4686,39.6142,34.24,15,0,1.03,SA,1697094757
570,valparaiso,-33.0393,-71.6273,6.8,93,0,2.06,CL,1697094718
571,borba,-4.3878,-59.5939,26.59,48,10,0.62,BR,1697094757
572,horta,38.5333,-28.6333,19.8,88,75,7.2,PT,1697094757
573,chibougamau,49.9168,-74.3659,6.79,93,100,2.57,CA,1697094758
574,dhi as sufal,13.8345,44.1147,24.32,22,2,3.06,YE,1697094758
575,'ain el turk,35.7438,-0.7693,19.5,100,40,1.54,DZ,1697094758
576,orchard homes,46.8633,-114.0484,6.27,88,100,0.0,US,1697094758
577,tarancon,40.0085,-3.0073,15.93,42,5,1.02,ES,1697094759
578,panaba,21.2833,-88.2667,26.17,95,96,3.16,MX,1697094759
579,lysianka,49.2523,30.8295,12.66,55,100,9.03,UA,1697094628
580,pariaman,-0.619,100.12,28.03,82,100,3.0,ID,1697094759
581,wotho,10.1657,166.0102,28.63,70,46,5.31,MH,1697094760
582,bom jesus,-9.0744,-44.3586,21.14,45,0,0.85,BR,1697094760
583,potam,27.6,-110.3833,26.81,70,0,3.32,MX,1697094760
584,vilhena,-12.7406,-60.1458,22.7,73,44,0.5,BR,1697094760
585,dom pedrito,-30.9828,-54.6731,5.49,94,88,5.13,BR,1697094670
